"gene","constitutiveexons","ESTcount","alt3EST","alt5EST","alt3.5EST","GeneLength","TranscriptCount","GCcontent","NumJunctions","IntronicLength"
"ABAT",17,548,2,0,0,110010,16,47.35,121,100290
"SLC25A10",11,815,9,2,0,8780,8,63.39,76,14368
"NKX2-5",11,519,4,2,1,3248,4,61.5,4,1157
"NEB",182,1297,2,1,0,249151,20,38.81,1204,218766
"GPC6",8,76,0,0,0,1180559,2,37.15,8,1174102
"CHST6",3,5,0,0,0,23332,2,49.91,5,14867
"CTNNA3",22,199,1,0,0,1783651,5,36.18,49,1772538
"DDX41",21,5093,22,3,0,5892,19,59.55,119,1365
"CCBE1",9,102,1,0,0,266440,4,42.77,27,259875
"REC114",1,27,0,0,0,116856,2,38.4,9,115935
"BCOR",14,217,3,2,0,127514,12,53.23,95,119891
"RIPK4",6,121,0,2,0,27737,2,53.5,29,23481
"LRIT3",3,3,0,0,0,24113,2,37.89,10,20221
"GRIN2A",13,94,0,0,0,429350,15,42.05,80,413619
"COA5",1,66,0,1,0,9205,5,42.89,9,6450
"ZNRF3",7,107,0,0,0,173895,3,45.29,31,166937
"TANGO2",9,564,6,19,0,48912,26,54.58,139,42768
"SFXN4",15,527,0,0,0,24900,8,47.78,78,23047
"DGCR6",4,141,2,3,0,8210,8,59.31,25,4139
"RP1L1",2,15,0,0,0,105838,2,50.94,5,96963
"NOG",11,519,4,2,1,1891,1,59.46,0,68634
"OPCML",11,224,8,0,0,1117542,8,41.75,35,1109976
"FIGLA",3,18,0,0,0,13333,1,43.57,4,12616
"TBK1",20,496,1,0,0,50228,8,37.87,35,45488
"KREMEN1",8,47,1,2,0,95255,6,45.49,39,87289
"TRAIP",13,363,3,3,0,27975,11,49.84,62,24726
"CHEK2",21,596,1,2,0,54679,24,43.89,258,50557
"FOXL2",11,519,4,2,1,2916,1,64.62,0,68634
"TUBA8",3,83,1,0,0,36223,5,48.29,13,18665
"KIRREL1",1,5,0,0,0,106989,4,49.16,74,99132
"SCN5A",27,308,7,4,0,101616,14,50.93,268,91630
"ARSI",11,519,4,2,1,42964,3,48.17,3,39698
"DNAH2",88,265,1,0,0,116390,6,48.43,238,99245
"SH2D1A",3,133,5,2,0,145329,6,38.98,16,24365
"COA3",1,3,0,0,0,3557,2,54.78,3,1639
"ACTG1",7,18735,14,102,1,13876,16,61.09,59,10906
"DENND5A",25,680,5,2,0,126565,16,43.01,111,117943
"DIABLO",3,162,0,0,0,19872,16,47.05,61,13913
"VPS33B",22,624,3,0,0,24187,8,46.83,106,20197
"TBX1",8,35,0,0,0,26890,6,57.77,28,23408
"CNTN2",22,325,2,0,0,35347,33,54.18,49,25249
"LRTOMT",9,176,4,0,0,30451,22,48.88,95,24321
"KCNQ3",14,99,0,1,0,360161,8,43.57,55,347654
"IRAK1",12,829,17,3,0,9480,13,61.78,102,5492
"ALDH1A3",11,357,0,1,0,38912,7,48.81,38,48446
"TACSTD2",11,519,4,2,1,2350,1,58.57,0,68634
"SIX6",11,519,4,2,1,3899,1,53.05,1,1114
"PRKD1",17,109,0,0,0,615419,9,37.08,55,610267
"GDF3",11,519,4,2,1,5994,1,46.27,1,4757
"COLEC10",5,38,0,0,0,111130,2,37.13,11,109469
"PLA2G6",22,650,79,2,0,94195,28,51.54,123,87466
"COPB2",22,3070,1,2,0,34132,13,37.63,84,26165
"TXNRD2",17,1159,15,2,0,66475,21,54.14,192,58999
"PROS1",14,251,0,1,0,101033,5,38.85,40,96622
"NUTM1",6,42,3,0,0,14422,4,48.85,19,10242
"SLITRK6",11,519,4,2,1,6698,1,34.86,1,2382
"MED12",45,755,3,12,0,23898,9,51.08,218,16497
"AMER1",11,519,4,2,1,20627,2,50.95,4,12186
"ATL3",14,279,1,0,0,47834,4,42.43,43,40248
"NDUFA12",4,258,0,5,0,106715,9,43.14,24,104911
"SRY",11,519,4,2,1,844,1,46.39,2,68634
"CLCNKB",19,204,1,0,0,13572,4,59.26,35,10653
"JAG2",24,232,1,0,0,27843,5,65.88,63,21471
"WT1",8,171,0,6,0,47855,12,46.45,65,43755
"USP18",9,223,0,3,0,27498,1,48.15,10,25380
"NDUFA6",1,306,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"DGAT1",18,612,0,0,0,12326,8,63.02,57,8207
"RFX6",17,30,0,0,0,54951,3,34.58,37,50878
"ROBO2",28,332,2,2,0,1743269,13,35.65,145,1726644
"F8",25,331,1,1,0,191152,5,39.69,39,181577
"BRF1",17,552,9,2,0,106303,22,56.66,159,79311
"CIB1",8,968,11,0,1,4072,2,56.35,6,2832
"NELFA",14,817,9,1,0,59189,16,48.3,97,53273
"NSMCE3",11,519,4,2,1,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"PURA",11,519,4,2,1,17842,3,41.49,2,5660
"MC2R",11,519,4,2,1,33663,2,42.78,2,29932
"RAB11B",3,1238,1,0,0,14453,5,59.05,13,11989
"GP1BA",11,519,4,2,1,2733,2,55.96,1,234
"KIAA0825",20,53,0,0,0,465631,3,36.66,63,455249
"SFTPA2",4,211,14,10,0,4550,5,54.71,15,1866
"SCN10A",25,50,0,0,0,97208,1,42.48,26,90817
"CDK10",15,998,0,22,57,15627,22,55.36,128,8851
"SOCS1",11,519,4,2,1,1774,1,68.56,1,551
"TCN2",8,280,1,4,0,20440,7,50.79,37,17328
"ATP6V0A2",18,200,0,0,0,49437,9,44.41,53,35870
"PRKN",1,28,0,0,0,1380351,11,40.42,65,1375858
"RAD51D",6,185,2,0,0,29314,23,47.17,153,18023
"KRT6B",7,327,3,0,0,5475,1,50.86,8,3202
"STAC3",10,197,6,0,0,7740,7,51.05,45,5656
"ROR1",7,87,0,0,0,407476,4,40.97,24,400663
"MUC1",12,555,101,0,3,7092,29,68.01,116,2014
"IRF7",10,329,5,0,16,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"BRCC3",11,457,10,0,0,51654,10,37.76,66,48484
"PDE6G",2,172,0,0,0,12653,6,55.06,16,11076
"PRKG1",17,167,0,0,0,1306992,5,36.5,71,1299513
"NR2F2",1,23,0,0,0,14325,5,48.74,9,7871
"DLK1",5,1206,2,5,0,12519,5,55.89,17,7214
"P4HB",11,8440,20,16,0,17535,24,55.79,95,12243
"PBX1",7,208,0,2,0,343712,22,41.67,97,321969
"ANKFY1",26,467,5,0,0,100070,13,44.91,125,85978
"KCNQ5",15,161,0,0,0,577059,13,37.35,103,569474
"SLC52A2",4,108,10,3,0,7137,13,65.97,40,4218
"PIGP",4,315,0,0,0,14000,8,42.2,25,6082
"IKZF1",7,129,0,0,0,100977,18,43.43,69,119307
"PCYT2",16,1077,3,2,0,10499,18,64.46,135,3611
"NAT8L",1,7,0,0,0,9577,2,66.04,4,3709
"NPAP1",11,519,4,2,1,7525,1,47.42,0,68634
"BCAP31",7,2149,2,0,0,24200,8,54.34,49,21585
"POMK",11,519,4,2,1,29928,3,45.29,7,28056
"KLHDC8B",4,85,1,1,0,4875,5,58.06,13,2722
"PTCH1",24,210,1,0,0,74077,27,47.49,245,57515
"RNPC3",5,279,0,0,0,29548,9,35.03,67,22694
"IRS2",11,519,4,2,1,33870,1,46.75,1,25734
"SHOX",8,32,0,0,0,35067,4,51.23,29,28962
"BICD2",6,35,0,0,0,53449,2,51.35,13,47029
"TMLHE",6,171,0,0,0,179829,6,37.38,17,175918
"GRK1",5,22,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"TAL2",11,519,4,2,1,655,1,51.52,0,68634
"KRT5",8,1845,5,0,0,6112,11,50.88,40,1828
"CYP2R1",5,36,4,2,0,14812,10,39.86,30,10303
"PIP5K1C",17,221,0,0,0,70296,8,60.55,77,63623
"WWOX",16,512,0,1,0,1113254,18,42.64,76,1108393
"POLR1D",3,161,0,0,0,123495,22,40.03,10,42187
"EDARADD",6,153,0,0,0,136657,4,44.65,17,132936
"SLC51B",2,12,0,0,0,8026,1,47.8,3,7090
"GABRA5",11,350,0,1,0,82844,11,43.55,59,78704
"SLC36A2",9,67,0,0,0,32612,6,43.17,42,28360
"KRT10",6,233,4,0,0,4478,2,42.64,7,2362
"GLDN",8,89,0,0,0,66384,10,44.76,37,59251
"TRDN",40,471,8,2,0,420754,6,34.97,97,414075
"KRT3",7,55,0,0,0,6432,1,53.58,16,4119
"RPS23",3,3463,24,17,0,5219,8,44.77,23,1018
"PCLO",25,115,1,2,0,408917,9,33.81,68,386075
"MYT1L",24,259,3,4,0,542147,13,44.5,87,529099
"TMEM222",8,772,0,4,0,14255,11,51.87,40,9785
"CLCNKA",22,268,5,4,0,15175,7,59.91,113,11725
"NF2",16,517,5,2,0,95042,11,45.79,156,87889
"HPDL",11,519,4,2,1,1628,1,62.8,0,68634
"PDE2A",32,1275,2,2,0,98450,27,55.35,288,91307
"LYRM7",3,165,1,0,0,34616,4,38.11,10,28270
"BCR",24,845,1,0,0,138333,15,53.07,86,125974
"FSCN2",3,16,0,0,0,8734,3,59.89,9,6719
"FOXE3",11,519,4,2,1,1980,1,68.25,0,68634
"TNFRSF4",6,116,0,0,0,2812,3,70.39,13,1096
"KRT16",6,433,1,0,0,6121,4,59.38,14,3656
"KRT14",6,1984,5,2,0,4642,3,55.16,11,2368
"PDZD7",19,115,1,0,0,23474,6,55.13,30,17673
"MAPT",14,478,1,0,0,133952,18,49.7,155,119045
"FGF3",1,1,0,0,0,8800,1,60.94,2,7911
"RHD",9,400,1,0,0,58052,10,46.66,66,54750
"ESPN",13,69,1,0,0,36582,17,60.14,48,32489
"TMPRSS6",17,139,0,0,0,44127,7,55.23,84,40066
"TMEM216",3,92,0,0,0,7176,5,48.57,17,4817
"TEAD1",12,62,0,0,0,269892,7,42.75,66,259529
"PLCD1",16,654,6,0,0,22266,9,53.99,53,17965
"MITF",10,204,5,3,0,228902,17,38.57,110,221701
"FOXD3",11,519,4,2,1,2085,1,64,0,68634
"RNF220",16,925,3,43,0,246530,18,47.21,131,236901
"DYNC2H1",88,704,1,0,0,370432,9,35.1,227,356237
"KRT12",6,276,0,0,0,5907,1,43.25,7,4048
"EPOR",10,119,3,0,1,7137,8,57.07,50,4065
"CIDEC",6,83,0,0,0,13543,8,47.2,24,11659
"DCC",32,196,3,2,0,1195731,18,37.02,119,1182634
"MAGI2",24,172,0,1,0,1436517,43,36.83,112,1426884
"CHP1",6,545,0,1,0,51051,9,44.02,45,47113
"KCNJ11",1,1,0,0,0,3472,5,63.78,5,271
"COL4A1",50,1059,1,3,0,158186,5,44.9,78,150354
"IFT140",31,371,0,3,0,101683,11,54.44,113,93547
"CYP26C1",5,6,0,1,0,8728,2,58.56,5,5870
"USP7",30,1519,3,0,0,72420,21,46.24,237,64488
"NHLRC1",11,519,4,2,1,2247,1,52.31,0,68634
"TET3",9,32,0,0,0,121772,4,46.75,11,94035
"ISG15",11,519,4,2,1,13403,3,56.43,1,408
"MYMK",1,2,0,0,0,14026,2,57.49,7,13024
"B3GLCT",1,13,0,0,0,132340,2,41.08,20,127791
"SPRY4",1,1,0,1,0,16028,5,51.21,7,10103
"AMTN",7,38,2,0,0,14202,2,37.58,16,13174
"SLC18A3",11,519,4,2,1,2419,1,67.19,0,68634
"THSD4",17,123,0,1,0,686431,7,42.5,58,670647
"DNAJB13",9,56,3,0,0,20047,5,50.45,22,16581
"GABRD",7,319,0,1,0,11460,19,62.58,8,9508
"NHEJ1",8,203,1,3,0,85548,10,43.12,46,82452
"FANCA",45,843,6,11,1,79108,32,50.45,249,69179
"SECISBP2",17,620,40,3,0,41156,9,42.36,67,31362
"SEMA4D",19,248,0,0,0,137343,24,51.34,207,123207
"LIN28B",3,24,0,0,0,146716,3,36.8,3,120783
"DNAH17",79,230,3,1,0,153697,11,52.36,259,137635
"FANCM",22,188,0,1,0,64950,10,37.51,89,56507
"CARD9",15,183,4,0,0,11778,7,64.46,66,5087
"P2RX2",10,102,1,2,0,3606,8,67.15,79,1625
"COL14A1",48,438,0,0,0,312256,9,38.78,235,303743
"UBQLN2",11,519,4,2,1,4229,1,44.3,0,68634
"RILPL1",8,66,0,0,0,63664,5,50.55,14,58415
"CLCN1",23,157,1,0,0,35957,4,46.07,35,32676
"MESP2",1,2,0,0,0,18163,3,51.43,4,16384
"EYS",49,155,0,0,0,1987245,11,35.06,182,1970225
"DAZ1",5,13,0,0,0,69739,6,35.99,89,65160
"COL4A5",51,414,0,1,0,257701,10,35.75,144,249017
"AGRN",37,721,3,2,0,35995,10,65.71,56,25275
"NHS",7,52,0,0,0,360574,5,42.34,17,351368
"OTOG",53,30,0,0,0,99777,6,48.8,149,89026
"PRKAR1B",11,1612,4,1,0,178453,12,54.13,77,173981
"TUBB4B",3,4060,1,2,0,2494,2,63.25,5,386
"PLA2G2A",5,259,6,0,0,4985,7,52.09,26,3357
"SLC38A3",15,440,0,0,0,16240,9,58.43,64,12287
"FOCAD",45,631,2,1,0,337646,17,36.92,161,327667
"ZP3",8,198,0,1,0,44553,7,50.47,32,41847
"PDCD1",3,31,0,2,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"CHM",13,366,0,1,0,186382,5,36.96,33,177754
"BLOC1S5",2,2,0,0,0,50847,6,40,18,47541
"CERKL",15,309,0,0,0,143989,14,37.01,117,139240
"SLC24A5",7,72,0,0,0,21700,4,35.32,20,16931
"COL25A1",43,199,0,5,0,491936,9,36.92,145,485795
"HBA2",1,1227,0,6,0,863,4,67.25,6,9
"CLN3",17,2325,1,4,55,21464,64,50.61,373,24195
"NANOS1",11,519,4,2,1,4016,2,50.86,0,68634
"DPYD",23,415,1,0,0,843306,4,35.09,38,836776
"RHCE",11,424,0,0,0,67943,10,46.8,93,65524
"UROS",12,578,4,0,0,38268,12,46.1,52,30615
"ZDHHC9",9,1057,2,7,0,40621,5,43.4,29,35390
"FSIP2",21,73,0,1,0,94395,6,34.36,66,70924
"ADRB3",11,519,4,2,1,3974,2,59.14,2,1026
"SLX4",14,52,0,0,0,30417,3,52.4,23,21840
"ASTL",7,21,0,0,0,14586,2,52.22,10,12941
"LRRK2",50,294,1,0,0,172541,8,35.24,148,159128
"GJB3",11,519,4,2,1,5180,2,56.92,2,2796
"NYX",1,1,0,0,0,28276,3,46.95,4,25291
"ZNF292",10,50,0,1,0,111363,9,37.67,37,98250
"NDUFA4",2,1715,3,0,0,8305,6,37.82,11,4754
"RELN",64,349,0,1,0,517732,7,37.48,199,505158
"FAM111B",2,49,0,0,0,20225,6,38.92,9,16372
"LITAF",7,1698,1,2,0,88659,21,49.14,55,83617
"ARID2",21,305,1,0,0,178375,9,36.1,82,166272
"SP6",11,519,4,2,1,10966,2,55.24,2,6894
"MAOA",14,798,3,0,0,91917,4,40.27,38,86404
"TSPYL1",11,519,4,2,1,3325,1,48.02,0,68634
"RRP7A",6,1170,9,1,0,9834,3,57.96,14,5760
"MMP23B",9,87,1,0,0,3168,10,70.43,38,897
"GJB4",11,519,4,2,1,3983,1,56.12,1,1145
"SYCP2",44,414,4,0,0,70092,9,33.52,147,63673
"MYBPC1",32,2005,3,5,0,117665,23,38.13,474,110317
"ZNF699",3,14,0,0,0,15563,3,42.77,10,11946
"TDRD7",15,166,0,1,0,84175,2,38.92,40,79651
"HLA-DRB1",4,635,36,6,0,11079,1,44.36,5,9856
"PLEKHG4",21,318,3,4,0,11989,15,59.77,126,4681
"FAT4",15,32,0,1,0,176533,3,34.44,31,160112
"ACADSB",10,213,0,0,0,49332,4,40.72,29,43088
"TMEM63A",25,718,9,2,0,36833,9,51.62,46,26518
"SEMA4A",17,554,6,4,1,30386,16,51.59,111,23727
"RYR1",104,450,0,1,0,153865,10,52.14,405,138005
"TUBB",2,12024,1,5,0,71935.7808864588,7.97085853885528,46.5924284550954,16,68634
"XPNPEP3",16,185,4,0,0,75738,6,41.48,52,105338
"GTF2IRD2",14,277,0,0,0,55407,7,46.59,54,50147
"GRM7",17,113,1,0,0,971532,15,37.8,111,963345
"ATP2A1",22,637,0,2,0,26104,9,54.04,79,21542
"GIMAP5",11,519,4,2,1,27780,7,43.79,13,21754
"NLGN3",8,88,0,0,0,26370,6,52.1,26,22372
"CD55",15,1090,4,4,0,65296,11,36.32,114,34997
"NTNG2",6,25,0,0,0,82858,4,55.11,27,77183
"LONP1",19,1639,7,4,0,28738,15,57.82,140,23673
"TRRAP",71,479,4,1,0,135310,7,46.21,279,122167
"PTPN1",8,999,0,3,0,74920,2,43.56,17,70889
"EPHB4",15,303,1,3,0,24956,10,54.77,68,18538
"PRTN3",3,49,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"CRYBA4",4,297,0,0,0,8708,2,47.35,9,7903
"YRDC",3,140,0,0,0,5241,1,49.48,4,3420
"TRAPPC2",5,172,0,3,0,22391,8,42.18,37,16289
"FGF16",11,519,4,2,1,9873,1,47.36,1,2017
"SIAH1",5,10,0,0,0,92038,8,45.2,14,85324
"GDAP2",13,293,0,0,0,66145,6,36.55,45,55665
"ANAPC7",10,438,1,1,0,30830,12,45.87,45,24833
"TPK1",17,231,0,0,0,384454,14,37.29,83,376041
"SLC6A9",15,220,2,5,0,39967,11,56.44,95,34826
"MME",22,433,0,1,0,159605,18,37.52,140,150050
"CACNA1H",33,267,2,1,0,68651,12,65.12,167,60081
"HBG2",6,985,3,0,0,392599,4,39.77,13,390581
"LAMA2",66,426,0,1,0,633428,6,36.02,72,623408
"XRCC2",2,21,0,0,0,31386,2,42.57,4,26537
"MYO6",36,528,1,2,0,170345,8,37.66,142,161597
"MMP1",9,4604,10,0,0,8240,1,39.69,9,6280
"ADH1B",9,2036,8,11,0,47796,7,36.48,35,9963
"TCF4",23,1448,25,17,0,442456,90,37.78,499,420118
"TRAPPC4",3,409,4,6,0,7022,14,49.51,39,1886
"SLC30A10",8,21,4,0,0,273220,4,39.85,19,267461
"TECPR2",18,246,3,2,0,139518,7,47.28,50,130155
"TLR7",1,13,0,0,0,23297,2,40.25,3,18092
"NF1",62,700,2,2,0,287189,23,37.62,393,260566
"HLA-DQA1",4,232,1,0,0,18883,7,40.06,24,11963
"COL27A1",60,235,0,2,0,156951,8,52.26,136,143025
"GM2A",3,558,0,3,0,58290,3,47.41,7,53817
"POU3F4",11,519,4,2,1,3877,1,49.72,0,68634
"CHRNG",10,29,0,0,0,6676,3,58.41,25,4073
"ADA",12,544,3,0,0,32711,9,53.46,62,29870
"NHLRC2",9,89,1,0,0,62533,2,35.52,11,51321
"SCN8A",27,139,0,2,0,222598,15,41.03,101,210172
"LAMB3",21,604,1,0,0,37596,5,49.95,73,32932
"FLNA",48,3283,6,11,0,26114,19,62.28,297,15570
"SRGAP1",22,127,0,0,0,317928,7,39.46,74,291309
"LAGE3",1,65,0,6,0,1488,1,63.33,3,317
"WDR45",8,412,24,1,0,29700,45,50.92,158,23754
"IGF2R",47,612,2,0,0,144408,5,45.55,61,134500
"DYNC1H1",78,2237,2,1,0,86264,11,46.94,106,70515
"SLC6A17",10,52,0,0,0,51716,2,50.59,12,45084
"PGAP1",28,245,0,0,0,94792,11,36,132,82060
"SRC",12,163,2,0,0,61365,11,54.1,87,54851
"PSMD12",13,734,1,1,0,28711,8,40.05,48,23360
"SLC22A4",10,65,0,0,0,49763,3,44.97,14,47088
"SERPINA1",7,416,16,8,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"KANK2",12,370,9,32,1,33524,13,52.98,76,25884
"GTF2E2",7,366,0,1,0,79933,5,39.44,26,77352
"RAD54B",15,177,1,0,0,103149,8,36.72,36,97854
"SYNGAP1",17,115,2,0,0,71935.7808864588,7.97085853885528,46.5924284550954,88,68634
"FITM2",11,519,4,2,1,8331,1,49.26,1,3736
"BLM",21,407,3,0,0,98838,10,40.73,92,92310
"SVIL",41,465,0,1,0,279443,13,43.61,165,269150
"SLC22A5",8,94,1,1,10,25862,9,48.32,50,13084
"ADARB1",19,230,0,7,0,152707,15,45.43,105,142718
"HTT",66,594,2,1,0,169278,13,45.52,134,151215
"OGDHL",23,955,2,1,0,27736,6,55.46,70,22034
"COL13A1",41,203,0,0,0,162344,14,51.91,655,156591
"SLC2A10",3,41,0,0,0,26860,3,47.56,5,22023
"MYO5A",41,559,4,0,0,221767,13,39.92,245,208804
"ATG7",25,698,2,1,0,285356,24,43.27,126,276340
"ELANE",3,39,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"PIGN",33,518,4,0,0,281863,51,38.03,147,136792
"COL4A6",44,333,0,0,1,283890,10,40.16,231,286058
"TOPORS",1,59,0,0,0,12009,2,42.02,3,7914
"ENPP1",25,278,2,0,0,87139,4,38.19,60,78870
"FAR1",11,233,2,2,0,63676,6,36.03,29,56188
"CPLANE1",1,14,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"MFAP5",9,765,0,0,0,25542,15,42.51,107,21682
"MYH6",37,124,0,0,0,26287,3,53.35,87,19833
"DNAH10",79,224,1,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"SPTAN1",59,2234,3,1,0,81104,38,46.82,180,70125
"RPS26",2,935,1,0,0,2822,3,46.62,9,882
"PSAP",20,9023,22,7,0,35077,6,47.72,29,31861
"CFAP43",1,7,0,0,0,102474,7,39.29,146,95328
"LHFPL5",3,7,0,0,0,28581,2,45.57,8,25626
"CFD",3,404,0,1,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"TAF13",2,30,0,0,0,13516,2,43.54,7,12121
"ATAD3A",17,1012,13,3,0,22536,7,59.87,70,19485
"OCLN",9,149,0,2,0,65812,5,42.9,41,59061
"GPAA1",12,1893,7,4,0,3626,18,64.3,78,362
"ADAMTSL2",17,144,2,0,0,43355,3,59.43,54,38698
"ADH5",8,2545,1,1,0,17823,13,40.37,53,12968
"SPG7",18,674,3,0,0,66851,22,52.29,81,56843
"PLCG2",33,739,0,0,0,223596,17,46.99,98,210222
"VPS13A",71,638,0,0,0,244188,13,35.89,325,224071
"IRAK4",13,307,1,4,0,30599,14,37.58,106,24985
"ZNF335",26,306,3,0,0,23519,4,53.47,57,16024
"PRIM1",11,362,0,1,0,20777,8,42.82,48,18353
"CD2AP",16,109,0,0,0,149474,5,36.38,23,142741
"HIBCH",19,1014,1,2,0,154458,14,38.94,67,147043
"DDRGK1",8,396,4,0,0,14335,4,54.35,18,12511
"SZT2",72,457,4,0,0,64365,17,50.23,176,45510
"CACNA1E",46,293,0,0,0,394982,10,43.7,338,377155
"QRICH1",13,461,2,1,0,64656,13,46.08,50,59169
"CSF2RA",28,882,0,56,0,41581,19,50.88,161,37774
"SLC29A3",4,204,0,3,0,44127,3,51.86,8,41449
"CARD11",24,246,5,0,0,137804,4,49.24,36,133123
"HYLS1",2,25,0,0,0,17034,3,41.34,7,14041
"MYL4",6,178,0,1,0,23233,10,45.91,51,21606
"ASPH",28,1341,8,0,0,214084,30,38.17,236,200444
"SPRED2",5,172,0,0,0,121786,8,43.76,29,116644
"GFPT1",20,312,0,0,0,67485,4,39.5,47,58640
"NTRK1",19,210,1,0,0,66210,10,53.11,102,61874
"TPM2",13,2339,9,2,0,9028,8,56.38,42,5194
"ATL1",14,663,1,0,0,100559,10,37.9,72,96204
"CNGA1",10,65,0,0,0,80695,9,38.42,62,77127
"PLN",11,519,4,2,1,12432,1,34.41,1,10433
"CTNND1",1,17,0,0,0,66303,38,42.81,562,57492
"SLC34A3",11,97,4,0,0,5797,2,66.85,24,3507
"RD3",1,5,1,0,0,16395,2,51.2,3,12132
"LRBA",56,552,5,1,0,751196,13,36.23,292,736330
"AKR1C4",7,131,0,0,0,23487,3,38.49,19,21583
"MDM4",35,616,10,3,0,41741,17,42.52,77,45992
"RYR2",105,382,1,1,0,791783,7,38.53,316,774226
"KLHL9",11,519,4,2,1,5709,1,39.32,1,68634
"TAT",10,169,0,0,0,11470,4,41.54,15,6073
"CALM1",5,4105,1,0,0,11759,16,47.09,48,4061
"PAPSS2",13,390,0,0,0,88092,4,40.41,38,83991
"SLC9A6",16,415,0,5,0,73428,15,40.97,46,57131
"FAN1",14,126,3,0,0,39256,8,42.55,47,33078
"ABCA4",48,631,0,1,0,128297,7,46.44,108,119682
"CEP290",53,482,0,1,0,93202,8,33.9,226,82869
"TOGARAM1",1,6,0,0,0,112223,10,37.85,89,101971
"DLL1",9,108,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"SMOC1",10,193,0,0,0,178235,5,45.43,30,173881
"F5",23,307,1,0,0,72422,3,38.1,58,65289
"CDC42BPB",35,729,1,0,0,125083,9,48.97,59,117162
"EPS8L3",17,432,18,0,0,13947,10,53.84,68,10512
"MTOR",57,885,2,2,0,155972,7,44.54,99,143911
"LRIG2",19,168,1,0,0,59051,5,41.19,36,46614
"PNP",5,756,1,1,0,8140,8,47.11,23,4008
"PAX9",5,21,0,2,0,22147,6,43.45,15,16119
"GK",21,495,0,1,0,78097,12,38.63,127,72764
"CD247",10,426,26,0,0,87970,7,47.24,34,83943
"CHAMP1",1,49,2,0,0,12815,3,42.93,4,8645
"GJC2",11,519,4,2,1,9974,1,62.41,1,7733
"OPA1",31,470,2,0,0,104679,19,36.98,228,96266
"CES1",13,886,127,1,0,71935.7808864588,7.97085853885528,46.5924284550954,59,68634
"CD3E",9,294,1,0,0,11630,6,44.08,33,8793
"RUSC2",10,126,0,2,0,71771,3,44.22,23,66102
"TSEN15",5,225,0,4,0,22535,7,35.04,25,20099
"L1CAM",28,933,0,0,0,47709,17,56.65,222,40297
"POU3F3",11,519,4,2,1,3063,1,60.77,0,68634
"KIAA0753",19,238,2,0,0,62779,11,41.58,109,56502
"NOS1AP",10,74,4,0,0,300701,6,42.43,34,305322
"APRT",3,563,1,1,0,2605,11,64.35,29,806
"DMD",79,1009,0,0,0,2241764,32,36.42,501,2202611
"NAGA",7,334,0,0,0,12488,3,53.29,26,8791
"RORB",8,90,0,0,0,195812,2,37.74,18,186232
"INF2",22,555,1,1,0,32929,9,63.24,75,23526
"COX20",3,263,6,0,0,9735,5,39.53,14,4876
"FCGR3A",5,392,19,1,0,8978,8,44.74,32,86401
"HSD3B2",3,470,2,0,0,8104,6,43.8,16,5773
"RBM20",12,23,0,0,0,195072,4,43.93,17,186926
"RIPPLY2",2,12,0,0,0,4249,3,42.89,5,3486
"GDI1",12,7213,5,5,0,6554,15,59.79,48,1306
"SOX18",11,519,4,2,1,2059,1,70.68,1,197
"KHDC3L",1,4,0,0,0,1494,1,58.6,2,479
"LIPN",7,9,0,0,0,16836,1,35.81,8,15648
"MAFB",11,519,4,2,1,3392,1,56.44,1,68634
"TRAF3IP1",15,175,1,0,0,80459,5,44.49,57,75839
"GIGYF2",35,1159,13,5,0,163276,46,39.44,383,149889
"DAXX",9,325,84,1,0,10728,13,51.32,37,7060
"BMPR2",13,180,0,0,0,190815,4,41.04,25,178936
"COL11A2",64,129,1,1,0,29818,6,56.6,540,23145
"COL5A2",52,902,2,6,0,147983,3,34.62,60,140881
"PSMB8",5,642,5,2,0,71935.7808864588,7.97085853885528,46.5924284550954,20,68634
"TAP2",13,316,1,2,0,71935.7808864588,7.97085853885528,46.5924284550954,26,68634
"HLA-DRA",3,1014,13,12,0,5204,2,42.88,8,3929
"BTNL2",4,6,0,2,0,13165,5,42.02,36,11661
"PJVK",1,6,0,0,0,9954,5,39.52,24,7504
"SDHD",5,2166,0,1,0,33240,9,41.79,23,30738
"SLC44A4",20,1594,2,2,0,71935.7808864588,7.97085853885528,46.5924284550954,87,68634
"NEU1",5,569,2,1,0,71935.7808864588,7.97085853885528,46.5924284550954,19,68634
"MBD5",15,79,0,1,0,495960,33,36.28,50,484312
"MSH5",11,519,4,2,1,71935.7808864588,7.97085853885528,46.5924284550954,74,68634
"MPIG6B",1,22,0,1,0,71935.7808864588,7.97085853885528,46.5924284550954,34,68634
